cat_name,gender,sleep_time,sleep_duration_minutes
Myca,Male,2:25:48,884.09
Catlin,Female,9:41:14,218.69
Nerty,Female,5:58:41,538.8
Abbott,Male,8:22:56,38.96
Ingaberg,Female,13:59:20,466.8
Prudi,Female,15:54:28,1.75
Adah,Female,5:19:01,20.9
Gratia,Female,11:17:18,159.71
Marilin,Female,3:37:44,325.85
Lek,Male,7:46:41,929.42
Mariel,Female,12:43:23,902.02
Hendrika,Female,4:35:42,3.05
Cassius,Male,23:54:55,300.59
Roanne,Female,5:41:05,500.95
Robbin,Female,15:19:24,660.18
Yorgo,Male,1:51:39,228.03
Rod,Male,6:57:46,725.14
Chan,Male,8:03:29,51.02
Granny,Male,8:05:17,595.08
Harris,Male,12:01:43,993.39
Candice,Female,22:20:02,575.49
Martguerita,Female,6:44:55,927.22
Gaelan,Male,5:32:37,531.29
Burg,Male,21:36:49,549.76
Lance,Male,5:06:21,26.65
Cristine,Female,10:07:24,445.31
Herb,Male,6:21:58,543.12
Genevra,Female,2:37:31,747.11
Michel,Female,4:08:36,903.36
Aleksandr,Male,6:56:20,770.27
Lyda,Female,21:03:28,865.97
Anthe,Female,2:24:06,820.27
Jerrylee,Female,15:26:31,67.95
Fabien,Male,9:08:23,579.04
Risa,Female,13:29:36,550.66
Huntley,Male,7:44:59,121.05
Tobin,Male,2:50:55,180.76
Alric,Male,11:39:23,569.33
Robena,Female,10:28:21,583.23
Phoebe,Female,0:23:20,799.86
Nicoli,Female,5:34:38,565.38
Katinka,Female,23:44:17,77.49
Gabby,Male,15:56:11,293.34
Juanita,Female,3:34:29,327.57
Donaugh,Male,15:45:34,504.5
Lanny,Male,18:20:06,819.73
Rubie,Female,0:07:39,51.04
Darrin,Male,2:57:49,704.1
Olva,Female,18:58:46,227.89
Clevey,Male,3:42:13,125.49
Celka,Female,4:18:44,325.44
Marlin,Male,16:41:55,38.77
Maribelle,Female,3:21:13,105.12
Elvira,Female,1:00:02,539.23
Stephenie,Female,5:50:31,656.4
Martica,Female,15:29:36,463.51
Chloe,Female,10:11:59,944.81
Inga,Female,19:16:59,552.59
Cathlene,Female,4:32:10,307.8
Dorella,Female,2:27:15,482.77
Rooney,Male,7:12:41,849.14
Natalya,Female,4:29:52,638.4
Gabriele,Male,9:41:10,128.77
Prescott,Male,7:01:24,500.61
Flori,Female,8:33:08,123.86
Koressa,Female,15:57:59,873.85
Dinah,Female,20:06:18,123.11
Eric,Male,2:33:34,861.47
Miltie,Male,19:42:44,743.46
Aeriell,Female,18:27:57,61.14
Bertha,Female,10:38:54,797.17
Eadith,Female,5:32:54,486.19
Ann,Female,18:00:04,293.66
Olwen,Female,14:48:04,616.74
Markus,Male,0:28:54,216.25
Shantee,Female,5:41:43,301.41
Ede,Female,6:52:40,708.22
Charmane,Female,21:54:45,724.52
Olivero,Male,19:06:44,68.57
Chelsea,Female,12:49:53,656.94
Cacilia,Female,8:15:22,471.47
Karney,Male,6:52:52,608.69
Berty,Female,10:28:00,218.15
Abbey,Male,18:07:29,897.28
Tripp,Male,15:58:05,38.23
Field,Male,2:03:28,547.76
Keen,Male,2:54:07,545.65
Bernadine,Female,10:27:41,119.09
Torrance,Male,3:36:26,763.44
Cart,Male,12:54:23,683.43
Juliana,Female,4:38:59,799.83
Ardelis,Female,1:26:11,161.59
Anastasie,Female,10:07:07,459.19
Sunny,Female,12:04:39,120.52
Caesar,Male,1:34:02,928.3
Davey,Male,22:06:27,284.45
Genevieve,Female,15:09:34,805.83
Avril,Female,7:24:58,214.79
Bren,Male,2:07:06,921.17
Morissa,Female,1:40:03,965.03
Cathleen,Female,23:09:13,710.02
Wayne,Male,1:10:52,994.47
Violette,Female,20:10:06,358.34
Florie,Female,12:42:09,439.17
Gard,Male,9:50:56,501.83
Dolli,Female,6:14:06,599.71
Corena,Female,16:32:54,428.81
Ariadne,Female,14:09:52,512.65
Murielle,Female,19:54:04,489.98
Elnore,Female,0:42:45,868.8
Mycah,Male,13:41:19,64.41
Adolpho,Male,8:12:50,544.03
Wilt,Male,14:44:13,846.35
Freddy,Female,15:09:45,724.76
Ellwood,Male,5:36:43,403.26
Germayne,Male,23:49:39,67.58
Loydie,Male,19:04:04,677.19
Celestina,Female,19:27:33,970.26
Hilliary,Female,8:12:23,225.16
Gerti,Female,19:41:54,39.32
Pegeen,Female,14:02:41,965.2
Giraud,Male,12:27:11,60.16
Linn,Male,20:23:46,718.54
Pen,Male,19:13:32,750.19
Ingemar,Male,11:54:11,131.84
Merv,Male,15:12:43,59.81
Katerine,Female,23:57:42,857.63
Fae,Female,10:39:44,840.96
Leonelle,Female,19:14:05,310.21
Blakeley,Female,22:05:02,944.27
Camila,Female,20:00:50,813.94
Alexine,Female,0:05:54,699.24
Noak,Male,20:07:31,333.53
Chase,Male,7:28:25,220.31
Agatha,Female,17:02:21,80.21
Harlene,Female,8:15:56,358.19
Edgardo,Male,4:55:14,344.13
Carlynn,Female,4:24:16,657.86
Eal,Male,8:13:50,64.46
Britney,Female,18:10:40,730.01
Steven,Male,8:34:10,337.88
Chrissie,Male,19:00:01,292.19
Michal,Male,13:42:55,49.42
Adriena,Female,17:07:32,35.66
Welby,Male,3:04:42,245.27
Riley,Male,22:01:02,45.01
Rodi,Female,17:00:11,148.88
Glen,Female,3:54:35,920.15
Teodor,Male,19:12:36,278.46
Vilma,Female,4:57:32,250.13
Phylys,Female,10:38:17,882.28
Ravi,Male,19:43:39,929.94
Constantine,Male,5:49:49,810.4
Lottie,Female,2:34:55,776.38
Alecia,Female,7:38:11,421.51
Mariellen,Female,22:53:17,445.27
Elsinore,Female,10:34:09,609.59
Cordi,Female,10:57:04,800.17
Art,Male,10:28:11,865.08
Nicky,Female,8:53:44,793.7
Rosette,Female,18:58:25,395.07
Ysabel,Female,10:05:23,93.98
Randa,Female,16:40:36,13.7
Roxie,Female,14:26:16,311.23
Alverta,Female,16:52:58,128.46
Katie,Female,5:00:07,293.86
Garrett,Male,8:16:24,319.1
Morry,Male,18:52:47,341.16
Iris,Female,16:20:40,775.12
Thaddeus,Male,7:21:44,312.55
Abbye,Female,7:06:19,93.52
Wilmar,Male,21:12:19,108.79
Ilysa,Female,20:10:20,897.59
Olwen,Female,2:39:44,865.19
Meagan,Female,21:45:59,680.53
Alejandra,Female,9:03:21,160.38
Mercedes,Female,5:35:01,663.04
Rickie,Male,10:08:13,424.9
Jeanne,Female,13:07:20,163.95
Audrie,Female,23:44:32,990.0
Husein,Male,8:48:26,265.59
Kinnie,Male,8:33:38,389.26
Gray,Female,4:25:14,602.43
Lindsey,Male,18:14:36,284.22
Ode,Male,22:12:32,266.08
Ainslee,Female,23:11:37,703.78
Rozamond,Female,16:41:24,292.72
Evvie,Female,11:19:53,322.57
Wendye,Female,4:30:28,167.35
Casar,Male,12:43:13,329.81
Zebulen,Male,16:46:19,189.43
Carlin,Female,21:45:12,859.96
Deane,Female,22:14:32,393.13
Wilmer,Male,15:59:46,434.95
Sula,Female,9:05:31,665.96
Jennie,Female,22:54:03,868.01
Arlen,Male,22:12:36,250.19
Tito,Male,6:30:09,340.02
Nananne,Female,10:06:31,766.19
Fedora,Female,1:33:58,421.77
Mendie,Male,11:39:02,89.25
Evelyn,Female,5:18:41,508.37
Abbot,Male,20:43:07,49.83
Jeffy,Male,22:36:36,954.35
Juanita,Female,20:26:39,213.59
Ely,Male,5:23:50,115.6
Josy,Female,1:22:47,850.46
Arni,Male,15:33:05,454.99
Victoir,Male,4:06:31,874.97
Lazare,Male,3:18:36,537.54
De,Female,1:38:48,542.9
Nefen,Male,12:42:29,39.11
Aurelie,Female,0:42:05,970.23
Audie,Female,8:20:55,571.6
Vernice,Female,4:37:47,968.3
Kenton,Male,4:00:17,402.93
Skyler,Male,0:01:34,55.69
Kennie,Male,19:30:23,335.57
Porty,Male,18:17:25,845.54
Honoria,Female,0:31:05,843.08
Abdul,Male,13:47:14,401.29
Pascal,Male,10:26:33,391.35
Caryl,Male,10:04:30,129.15
Tuck,Male,8:49:39,561.85
Janith,Female,20:00:47,883.87
Tamara,Female,14:27:24,120.54
Silvio,Male,23:50:03,137.68
Persis,Female,7:58:54,225.4
Wit,Male,8:16:48,899.08
Maurise,Female,21:57:47,462.06
Berkie,Male,14:25:09,670.85
Hillier,Male,15:11:43,405.22
Artemis,Male,10:03:40,573.4
Debra,Female,5:51:22,506.99
Ferdie,Male,2:06:44,972.56
Dael,Female,7:53:05,910.02
Rosalie,Female,22:01:14,877.57
Kaycee,Female,3:49:56,231.49
Lockwood,Male,18:21:02,810.5
Tracy,Male,20:41:12,657.84
Beatrisa,Female,9:29:30,509.93
Glad,Female,4:01:50,161.04
Celle,Female,2:02:03,482.31
Rudolf,Male,11:04:31,551.71
Sallee,Female,10:42:59,976.07
Charissa,Female,1:40:44,681.5
Chloette,Female,0:40:03,94.65
Del,Female,22:26:15,818.33
Janeva,Female,10:49:52,685.26
Mabelle,Female,12:14:16,158.95
Kaylee,Female,17:15:42,809.72
Dennie,Female,0:15:30,775.53
Bernie,Female,11:58:53,438.47
Jameson,Male,7:47:41,1.01
Bernard,Male,11:18:29,528.73
Ernie,Male,18:31:40,140.72
Rafaelita,Female,5:10:45,397.22
Nilson,Male,2:34:33,187.66
Jesse,Male,10:16:46,800.61
Mallory,Male,16:15:41,835.48
Gretta,Female,12:34:48,642.6
Dilly,Male,2:40:13,35.97
Malinda,Female,12:05:05,926.77
Kattie,Female,1:18:38,759.18
Hakim,Male,7:19:54,586.12
Erhard,Male,14:05:16,789.43
Darin,Male,7:10:37,986.82
Timmi,Female,8:48:18,42.84
Vevay,Female,10:46:33,414.65
Robyn,Female,17:17:10,618.26
Liuka,Female,19:45:27,138.23
Amabelle,Female,11:30:13,723.92
Efrem,Male,18:15:21,452.52
Daffy,Female,0:35:22,902.67
Ariana,Female,11:05:39,459.45
Tammi,Female,10:38:39,26.92
Boycey,Male,13:31:33,934.23
Allyce,Female,2:05:46,132.96
Jannel,Female,0:22:37,963.37
Serge,Male,3:15:37,371.22
Sherye,Female,1:34:03,700.03
Darrelle,Female,10:10:12,866.83
Abrahan,Male,17:02:51,409.53
Theo,Male,12:52:28,90.38
Willow,Female,8:59:01,269.04
Susie,Female,7:04:53,626.7
Annalise,Female,1:00:31,280.68
Amil,Female,1:16:21,350.67
Fionnula,Female,21:42:33,130.43
Ginger,Male,14:57:40,84.5
Ilyse,Female,3:45:48,906.13
Darsie,Female,17:21:39,980.76
Tammy,Female,4:50:03,170.75
Nollie,Female,7:00:02,275.29
Elnar,Male,6:56:45,722.64
Marketa,Female,12:36:07,903.37
Benji,Male,21:47:57,516.44
Curtice,Male,1:33:35,653.65
Yancey,Male,13:30:23,329.01
Shana,Female,15:03:17,438.15
Rafi,Male,16:24:44,209.33
Shurlock,Male,17:31:09,23.59
Garreth,Male,2:22:17,93.62
Dewain,Male,2:45:36,166.06
Orbadiah,Male,2:00:10,459.98
Marjorie,Female,15:28:45,865.85
Giffer,Male,13:22:06,822.55
Ody,Male,21:02:12,995.03
Millard,Male,14:24:37,98.93
Jamesy,Male,3:12:35,670.98
Ulises,Male,23:23:44,516.17
Ogdan,Male,0:41:31,629.09
Bili,Female,11:25:36,605.13
Aubrie,Female,4:06:47,849.11
Arne,Male,3:45:46,731.48
Ailey,Female,6:41:55,793.01
Marvin,Male,3:43:40,817.09
Keeley,Female,9:21:14,326.8
Tammie,Male,20:27:18,241.18
Kyle,Male,20:15:58,369.37
Maurice,Male,12:22:53,357.5
Whitby,Male,9:53:03,49.25
Dwight,Male,20:37:57,550.99
Hendrick,Male,21:33:03,831.76
Goldie,Female,3:19:24,270.94
Kennith,Male,7:53:57,296.71
Coleen,Female,20:09:59,175.75
Dinah,Female,23:44:02,261.55
Kimball,Male,5:53:28,796.68
Floris,Female,5:02:21,277.55
Dahlia,Female,3:58:36,745.82
Daniela,Female,12:33:50,938.06
Darb,Female,17:01:15,768.61
Rachel,Female,19:59:52,779.82
Sharyl,Female,10:35:21,817.5
Ranna,Female,0:06:00,41.18
Crystal,Female,7:41:33,655.25
Shelly,Female,21:46:08,695.73
Judd,Male,5:29:40,324.62
Ileana,Female,1:36:00,91.36
Helyn,Female,13:41:40,772.45
Micheal,Male,14:50:53,421.38
Sonni,Female,10:05:21,809.13
Moira,Female,16:30:22,266.42
Belvia,Female,8:23:33,505.82
Erinna,Female,10:09:40,329.97
Maurise,Male,11:08:19,56.19
Weber,Male,20:33:02,148.42
Hildegaard,Female,16:24:53,823.7
Alley,Male,6:07:25,619.04
Georgeanne,Female,15:33:56,209.23
Maude,Female,0:50:07,16.5
Conney,Male,20:22:32,182.96
Neely,Female,11:47:46,10.3
Normie,Male,5:39:49,789.91
Codi,Male,23:01:50,869.39
Fabiano,Male,16:44:38,281.33
Mozelle,Female,12:28:04,671.29
Carmelina,Female,12:21:53,858.19
Margalo,Female,12:48:45,643.35
Washington,Male,17:27:25,88.68
Bess,Female,4:16:38,321.65
Vivia,Female,4:13:04,656.98
Kingsley,Male,10:40:10,734.59
Kimmy,Female,22:34:13,10.3
Lynea,Female,7:12:18,121.98
Yance,Male,5:10:25,130.92
Zebulon,Male,22:50:24,649.4
Worthy,Male,4:41:20,665.5
Alva,Male,12:15:12,17.44
Cymbre,Female,23:47:12,470.05
Allsun,Female,10:58:59,0.6
Caril,Female,13:24:35,201.0
Timothea,Female,20:03:51,796.68
Skipp,Male,19:31:05,620.79
Ashlee,Female,14:36:21,990.85
Zorina,Female,21:09:25,90.27
Donal,Male,2:24:15,834.83
Ronni,Female,6:10:46,546.17
Kelcie,Female,1:28:40,448.98
Tobie,Male,17:33:57,578.51
Vincenty,Male,17:41:27,499.14
Lorianne,Female,1:17:01,464.2
Erv,Male,4:31:12,57.67
Jena,Female,17:53:16,895.48
Harwell,Male,3:00:28,342.58
Sorcha,Female,8:40:28,167.3
Dottie,Female,11:19:15,183.45
Grover,Male,1:05:56,352.43
Katee,Female,8:33:17,807.52
Ania,Female,21:12:39,403.69
Cointon,Male,10:06:07,388.65
Kennedy,Male,6:44:06,229.71
Livvyy,Female,22:53:23,723.48
Maurise,Female,8:49:49,200.38
Teresina,Female,16:48:59,109.73
Wendall,Male,12:24:29,719.63
Karina,Female,17:54:54,991.88
Jamesy,Male,2:28:08,645.76
Danyelle,Female,14:17:17,657.57
Kalina,Female,6:40:58,293.65
Kevyn,Female,0:31:01,412.41
Kile,Male,18:51:20,699.26
Wendie,Female,22:04:24,224.59
Karita,Female,17:32:31,628.14
Jillane,Female,2:37:26,172.73
Bonni,Female,20:56:43,52.58
Caleb,Male,19:58:36,973.93
Terrill,Male,22:01:07,525.09
Woodie,Male,7:26:09,412.05
Micah,Male,20:24:35,705.34
Nye,Male,20:22:19,843.24
Glenine,Female,16:04:46,23.86
Salomo,Male,12:35:58,996.05
Tamar,Female,20:31:56,204.13
Waiter,Male,17:52:36,34.1
Corilla,Female,23:05:18,281.86
Ivan,Male,16:38:35,707.45
Amerigo,Male,0:21:36,654.61
Rosanna,Female,23:20:28,240.8
Niall,Male,4:42:08,755.55
Cathee,Female,0:26:26,446.94
Erika,Female,12:21:39,501.34
Trude,Female,18:54:16,754.42
Harriott,Female,16:59:13,518.42
Piper,Female,18:39:36,267.33
Pall,Male,18:29:03,363.45
Harriet,Female,7:13:12,954.74
Upton,Male,3:28:31,805.52
Gifford,Male,8:29:36,216.69
Lana,Female,18:53:51,215.86
Nappy,Male,22:40:56,971.14
Michael,Male,5:24:25,468.81
Finley,Male,9:49:04,34.62
Kerrie,Female,14:16:06,877.72
Kathi,Female,20:43:28,304.46
Reinald,Male,14:35:25,821.09
Beverlee,Female,9:10:45,896.85
Francesco,Male,12:48:56,350.45
Claudell,Male,7:35:10,858.04
Thayne,Male,23:41:47,104.99
Boot,Male,14:17:12,505.82
Staffard,Male,0:46:25,967.24
Phillis,Female,10:56:24,713.45
Abran,Male,8:59:39,95.61
Costa,Male,13:59:10,718.01
Kit,Female,17:11:48,588.91
Holly,Female,8:43:13,64.88
Alleen,Female,14:19:56,356.0
Rebekkah,Female,5:02:50,625.61
Evin,Male,21:20:07,40.12
Thaddeus,Male,15:02:04,405.27
Horatius,Male,15:39:36,24.05
Ronny,Male,5:19:55,742.69
Sher,Female,21:10:19,296.21
Marybelle,Female,16:12:35,86.93
Pietro,Male,22:51:05,622.69
Gannie,Male,12:43:19,686.06
Tuckie,Male,18:19:08,750.96
Julio,Male,14:16:00,561.28
Joelie,Female,22:35:07,332.11
Buffy,Female,14:20:55,639.26
Elliott,Male,9:05:30,759.37
Lise,Female,14:48:48,602.45
Cammy,Female,16:01:54,93.77
Carina,Female,18:31:39,440.56
Fee,Male,3:19:36,644.87
Ezechiel,Male,22:02:39,604.56
Luca,Male,3:45:39,300.14
Miran,Female,6:29:39,525.0
Delores,Female,20:05:13,354.38
Malorie,Female,1:05:52,80.5
Jeannine,Female,6:43:42,842.34
Keven,Male,10:48:56,938.19
Xavier,Male,14:37:46,687.1
Sacha,Female,3:53:15,915.93
Shayla,Female,18:15:13,691.8
Ed,Male,4:44:59,667.94
Federica,Female,10:09:34,99.61
Meryl,Female,21:14:17,458.19
Benn,Male,3:08:47,397.84
Ferdinande,Female,15:37:06,915.81
Garnet,Female,13:50:32,584.34
Forester,Male,6:35:49,923.92
Obadias,Male,8:54:17,522.73
Alissa,Female,4:56:42,264.8
Guinevere,Female,10:23:00,606.5
Ephrem,Male,16:34:13,314.91
Mikol,Male,1:10:49,902.35
Annice,Female,9:56:37,567.67
Leopold,Male,4:53:03,496.48
Eilis,Female,2:33:22,295.48
Niel,Male,8:33:00,525.06
Cy,Male,19:33:19,581.49
Donnell,Male,20:03:41,61.83
Lemar,Male,4:16:35,584.68
Parsifal,Male,7:49:49,557.13
Pru,Female,16:24:36,694.92
Danell,Female,15:48:59,504.4
Wiley,Male,1:23:03,748.02
Leoline,Female,12:05:07,149.74
Almeria,Female,6:02:39,316.28
Jeremiah,Male,13:07:29,930.2
Jane,Female,6:22:05,27.98
Jeremie,Male,11:13:41,217.93
Mord,Male,1:40:23,893.44
Dulcea,Female,1:32:00,212.1
Lennard,Male,12:13:56,252.52
Shane,Male,2:17:54,863.58
Latrina,Female,1:15:20,927.86
Geralda,Female,9:30:42,770.98
Sancho,Male,10:14:31,950.14
Eleanore,Female,22:10:30,721.22
Ferris,Male,2:10:22,226.59
Osborne,Male,22:46:33,433.03
Winifred,Female,5:12:02,675.35
Courtenay,Female,23:24:46,573.39
Arel,Male,22:00:47,792.29
Maure,Female,8:23:42,132.35
Lacee,Female,17:49:16,215.5
Joleen,Female,9:15:51,282.26
Deck,Male,2:22:17,273.83
Leonore,Female,3:16:12,20.66
Meridel,Female,10:13:10,614.84
Lauretta,Female,17:50:43,1.12
Emiline,Female,15:39:28,70.41
Susan,Female,12:00:16,438.49
Tildy,Female,11:44:34,908.65
Wash,Male,21:04:07,838.14
Cybill,Female,14:46:49,774.18
Twila,Female,3:05:17,800.81
Elbertine,Female,14:37:05,814.57
Gardener,Male,5:20:29,857.54
Morgun,Male,14:02:02,174.6
Aldous,Male,16:20:31,580.56
Olympia,Female,15:10:34,594.07
Carlota,Female,20:22:11,421.49
Abdel,Male,3:26:34,749.53
Rolando,Male,10:30:17,237.06
Dalila,Female,11:39:14,431.47
Romona,Female,14:51:05,267.69
Jannelle,Female,23:21:45,769.54
Akim,Male,6:52:23,54.06
Brit,Male,16:16:12,86.36
Lucine,Female,12:46:59,883.39
Richmond,Male,19:36:47,261.9
Angelia,Female,17:02:31,529.59
Mitchael,Male,16:05:23,820.86
Benjamin,Male,10:57:58,344.01
Stephenie,Female,6:57:52,460.79
Brnaba,Male,5:02:36,489.59
Sher,Female,0:31:07,875.97
Cornall,Male,9:14:10,353.32
Gaspar,Male,21:09:51,817.62
Emelina,Female,23:01:27,801.16
Erskine,Male,10:57:48,879.96
Mariejeanne,Female,19:38:38,425.36
Park,Male,9:41:56,776.91
Gelya,Female,6:36:50,449.35
Kayle,Female,19:22:17,500.17
Patty,Male,2:49:32,264.96
Merralee,Female,9:45:15,435.3
Carver,Male,17:35:54,106.53
Bernadette,Female,10:30:31,821.51
Tito,Male,16:27:24,168.12
Fernando,Male,3:26:12,566.13
Kara,Female,14:29:22,628.36
Bartholemy,Male,11:16:46,44.83
Aymer,Male,13:09:08,988.42
Torrin,Male,5:43:36,26.69
Michell,Female,19:00:09,837.88
Ivett,Female,19:19:48,533.06
Pieter,Male,4:27:51,376.73
Corey,Female,8:59:09,725.87
Caralie,Female,18:43:06,654.18
Karole,Female,22:52:14,547.28
Chelsy,Female,12:29:15,694.68
Webb,Male,15:07:59,405.87
Rozelle,Female,6:51:02,597.4
Adams,Male,17:14:19,323.46
Christel,Female,8:13:23,605.26
Linus,Male,22:19:50,289.71
Fitzgerald,Male,2:08:02,120.69
Noll,Male,19:18:08,779.29
Piper,Female,1:35:58,7.36
Mal,Male,7:28:08,679.06
Sheila,Female,15:27:13,401.49
Hurlee,Male,3:33:03,837.0
Elissa,Female,21:31:48,807.77
Serge,Male,21:34:25,590.44
Cahra,Female,16:41:11,646.37
Abram,Male,2:09:37,549.69
Melisenda,Female,16:35:55,905.02
Alvera,Female,15:09:19,613.06
Dexter,Male,5:41:22,352.48
Mary,Female,2:26:07,413.59
Bord,Male,4:27:56,460.75
Vickie,Female,17:09:42,690.56
Geoff,Male,15:58:19,372.41
Lenette,Female,11:52:39,897.57
Graham,Male,22:37:19,213.48
Joelly,Female,18:37:07,59.51
Orland,Male,14:09:32,453.06
Cleveland,Male,12:02:31,432.92
Bobbee,Female,10:28:22,561.08
Portie,Male,0:39:48,799.54
Pammie,Female,21:42:04,433.14
Berget,Female,21:10:12,598.13
Eziechiele,Male,15:12:47,284.42
Ulberto,Male,5:04:48,465.71
Lolita,Female,11:37:16,622.97
Leonore,Female,12:32:37,778.17
Janaye,Female,23:01:03,33.52
Ginevra,Female,11:05:39,159.24
Barbabas,Male,8:32:26,370.6
Meryl,Female,8:45:52,920.69
Irvin,Male,19:14:30,61.38
Tadd,Male,4:54:41,898.08
Clive,Male,2:06:00,336.91
Henriette,Female,13:38:57,197.29
Anna-maria,Female,15:15:38,732.2
Laird,Male,19:22:33,880.66
Hilary,Male,10:52:56,23.75
Brenn,Female,14:53:24,124.25
Linea,Female,18:05:52,548.01
Kellie,Female,11:58:19,953.83
Charmane,Female,3:41:31,713.38
Merrilee,Female,1:30:25,121.01
Matthaeus,Male,19:05:11,901.46
Daffie,Female,18:30:39,735.59
Edsel,Male,3:44:19,208.74
Amabelle,Female,2:09:44,86.41
Melesa,Female,18:13:54,909.23
Ollie,Female,6:25:19,185.84
Don,Male,3:56:42,150.77
Annabela,Female,7:08:29,7.8
Georgeanna,Female,13:34:09,935.66
Ivar,Male,2:03:52,877.07
Pyotr,Male,0:45:51,618.94
Wainwright,Male,15:14:57,351.36
Enrica,Female,23:13:43,551.68
Robinson,Male,21:54:02,412.95
Ginevra,Female,7:21:17,841.08
Guido,Male,5:56:49,942.05
Camilla,Female,10:21:35,249.41
Nonah,Female,5:47:56,42.38
Chrystal,Female,4:16:20,653.21
Jerrilyn,Female,14:20:35,789.4
Libbie,Female,0:12:51,479.44
Holly-anne,Female,2:03:27,969.1
Raina,Female,22:44:42,321.3
Shellie,Female,22:11:06,709.92
Weider,Male,22:41:22,719.97
Gabriel,Female,9:06:17,978.7
Idaline,Female,19:34:20,752.53
Dusty,Female,12:58:41,792.57
Augustine,Male,13:53:04,779.65
Angie,Female,1:27:21,827.05
Stevy,Male,1:31:06,670.55
Valentino,Male,6:33:07,777.47
Donall,Male,17:46:53,191.13
Venita,Female,16:53:02,97.08
Ardelis,Female,19:57:01,485.18
Corene,Female,10:30:45,705.9
Roby,Female,7:17:52,3.09
Jena,Female,14:47:25,58.02
Gratia,Female,0:27:16,374.36
Tull,Male,22:24:05,493.89
Georgia,Female,6:53:32,120.66
Ricky,Male,11:47:22,372.16
Carlyle,Male,1:16:55,782.7
Jock,Male,0:53:38,517.35
Tove,Female,19:43:50,874.8
Kristy,Female,7:10:50,114.47
Benson,Male,23:19:05,522.39
Lily,Female,21:24:10,383.81
Kate,Female,6:57:30,136.21
Arel,Male,16:44:35,966.45
Querida,Female,21:35:39,169.03
Vachel,Male,17:55:06,242.1
Madlin,Female,4:26:37,823.99
Udall,Male,1:09:34,419.1
Brew,Male,0:32:18,879.57
Corrina,Female,20:03:14,351.16
Jesse,Female,22:06:33,960.39
Katusha,Female,13:14:46,632.54
Luca,Male,8:30:14,58.82
Misha,Female,1:11:38,856.54
Sinclair,Male,2:59:32,340.33
Bronny,Male,5:43:40,106.76
Mill,Male,0:26:01,203.85
Corey,Female,16:24:59,982.68
Kristan,Female,6:16:18,404.65
Ethe,Male,20:49:25,589.74
Truman,Male,17:43:14,12.22
Rodrigo,Male,6:53:10,453.27
Anett,Female,1:38:56,471.3
Lucila,Female,15:12:31,214.51
Faunie,Female,21:33:04,737.28
Onfroi,Male,0:05:31,332.77
Luciano,Male,17:15:45,297.43
Tabitha,Female,23:47:55,237.15
Andres,Male,4:21:30,311.94
Kara-lynn,Female,20:35:03,193.7
Dukey,Male,9:57:26,581.94
Jaquenette,Female,0:41:16,44.38
Sacha,Female,7:03:57,907.58
Joela,Female,21:36:18,133.21
Uriel,Male,2:59:49,882.71
Queenie,Female,18:25:40,792.85
Kimmy,Female,14:08:50,195.73
Margit,Female,14:37:34,778.01
Trip,Male,15:09:42,183.04
Salomon,Male,23:50:41,536.54
Jane,Female,18:45:29,411.24
Andee,Female,15:29:25,828.08
Laurella,Female,15:16:31,114.16
Danny,Male,3:19:04,931.69
Hazel,Male,5:04:41,97.6
Harriet,Female,10:28:27,57.3
Willabella,Female,21:21:58,226.91
Jillene,Female,15:09:03,202.18
Doll,Female,10:01:25,288.11
Joseito,Male,22:31:53,668.41
Kenneth,Male,13:53:40,928.34
Lilas,Female,1:00:10,35.34
Fanchon,Female,17:52:05,391.12
Ethelred,Male,14:47:09,18.7
Gar,Male,13:44:06,4.46
Theo,Male,7:42:54,374.9
Kynthia,Female,0:51:49,588.83
Stefan,Male,18:38:57,449.48
Brenden,Male,10:33:29,465.32
Tam,Male,4:24:54,711.09
Tessy,Female,15:56:59,967.2
Eden,Female,10:18:58,852.79
Moyra,Female,18:15:50,891.63
Kori,Female,6:33:29,843.5
Dukey,Male,13:17:14,568.52
Olive,Female,8:29:29,448.6
Maison,Male,20:47:09,642.69
Tanitansy,Female,18:03:59,264.51
Agata,Female,19:06:42,479.42
Kristine,Female,6:10:38,725.31
Cornela,Female,15:29:24,854.53
Desdemona,Female,12:25:20,301.38
Regen,Male,21:21:32,688.33
Martie,Male,3:28:01,983.84
Hinze,Male,12:37:02,162.36
Gonzalo,Male,9:11:41,70.12
Sheffie,Male,10:25:45,244.94
Ibrahim,Male,12:33:09,869.8
Juana,Female,3:52:30,740.88
Shaine,Male,5:31:30,588.06
Ashleigh,Female,15:57:17,843.34
Jasmin,Female,13:38:59,399.39
Ramonda,Female,15:18:36,38.02
Lenna,Female,6:42:55,142.73
Kendricks,Male,16:08:20,876.36
Melitta,Female,18:46:46,953.77
Tonye,Female,3:22:04,464.59
Concettina,Female,4:53:26,12.4
Vikki,Female,3:03:16,990.34
Cornall,Male,15:41:26,974.82
Rafi,Male,1:00:36,826.52
Con,Male,11:03:32,984.27
Quintus,Male,22:25:41,865.49
William,Male,9:55:28,191.76
Harmony,Female,1:36:06,281.49
Armand,Male,2:48:43,431.24
Maury,Male,17:07:33,328.87
Adey,Female,4:23:20,218.6
Forster,Male,10:00:20,149.41
Edd,Male,16:21:01,176.44
Hussein,Male,1:48:40,876.86
Celestyn,Female,18:45:27,776.63
Denney,Male,4:35:47,696.52
Kylie,Female,12:28:35,349.46
Vinny,Male,14:11:00,0.24
